Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006953~acute-phase response	5	45.45454545454545	3.172701650218725E-9	CRP, SAA4, SAA1, SAA2, SAA2-SAA4	11	40	19478	221.3409090909091	3.5216982241514927E-7	3.5216988317427847E-7	2.8554314851968524E-7
GOTERM_BP_DIRECT	GO:0034375~high-density lipoprotein particle remodeling	3	27.27272727272727	4.9560463019556086E-5	APOA2, APOA1, PLTP	11	21	19478	252.96103896103895	0.005486243019021897	0.002750605697585363	0.002230220835880024
GOTERM_BP_DIRECT	GO:0006869~lipid transport	3	27.27272727272727	0.001356021480490031	APOA2, APOA1, PLTP	11	109	19478	48.735613010842364	0.13982595281834453	0.036214452693803745	0.02936306975173276
GOTERM_BP_DIRECT	GO:0018158~protein oxidation	2	18.181818181818183	0.0015394875958820121	APOA2, APOA1	11	3	19478	1180.4848484848485	0.15719089557853605	0.036214452693803745	0.02936306975173276
GOTERM_BP_DIRECT	GO:0010903~negative regulation of very-low-density lipoprotein particle remodeling	2	18.181818181818183	0.0020521759206056246	APOA2, APOA1	11	4	19478	885.3636363636364	0.20389610603596298	0.036214452693803745	0.02936306975173276
GOTERM_BP_DIRECT	GO:0030300~regulation of intestinal cholesterol absorption	2	18.181818181818183	0.0020521759206056246	APOA2, APOA1	11	4	19478	885.3636363636364	0.20389610603596298	0.036214452693803745	0.02936306975173276
GOTERM_BP_DIRECT	GO:0071402~cellular response to lipoprotein particle stimulus	2	18.181818181818183	0.0025646273040159156	APOA2, APOA1	11	5	19478	708.2909090909092	0.24801529697481184	0.036214452693803745	0.02936306975173276
GOTERM_BP_DIRECT	GO:0050728~negative regulation of inflammatory response	3	27.27272727272727	0.0026808546374530715	SAA1, SAA2, APOA1	11	154	19478	34.49468713105077	0.2576796990804572	0.036214452693803745	0.02936306975173276
GOTERM_BP_DIRECT	GO:0018206~peptidyl-methionine modification	2	18.181818181818183	0.0030768418434508784	APOA2, APOA1	11	6	19478	590.2424242424242	0.28969153170241746	0.036214452693803745	0.02936306975173276
GOTERM_BP_DIRECT	GO:0034384~high-density lipoprotein particle clearance	2	18.181818181818183	0.0035888196363228933	APOA2, APOA1	11	7	19478	505.9220779220779	0.32905996575815855	0.036214452693803745	0.02936306975173276
GOTERM_BP_DIRECT	GO:0002719~negative regulation of cytokine production involved in immune response	2	18.181818181818183	0.0035888196363228933	APOA2, APOA1	11	7	19478	505.9220779220779	0.32905996575815855	0.036214452693803745	0.02936306975173276
GOTERM_BP_DIRECT	GO:1905920~positive regulation of CoA-transferase activity	2	18.181818181818183	0.0046120653709689746	APOA2, APOA1	11	9	19478	393.49494949494954	0.4013771113246746	0.039379942782888935	0.03192968333747752
GOTERM_BP_DIRECT	GO:0048247~lymphocyte chemotaxis	2	18.181818181818183	0.0046120653709689746	SAA1, SAA2	11	9	19478	393.49494949494954	0.4013771113246746	0.039379942782888935	0.03192968333747752
GOTERM_BP_DIRECT	GO:0034380~high-density lipoprotein particle assembly	2	18.181818181818183	0.005123333507298616	APOA2, APOA1	11	10	19478	354.1454545454546	0.43456040640142757	0.04062071566501046	0.03293571540406253
GOTERM_BP_DIRECT	GO:0033700~phospholipid efflux	2	18.181818181818183	0.0066557201580951875	APOA2, APOA1	11	13	19478	272.4195804195804	0.5234842363365697	0.04617405859678536	0.03743842588928543
GOTERM_BP_DIRECT	GO:0050708~regulation of protein secretion	2	18.181818181818183	0.0066557201580951875	SAA1, SAA2	11	13	19478	272.4195804195804	0.5234842363365697	0.04617405859678536	0.03743842588928543
GOTERM_BP_DIRECT	GO:0032732~positive regulation of interleukin-1 production	2	18.181818181818183	0.007676130764302355	SAA1, SAA2	11	15	19478	236.0969696969697	0.5748603485916628	0.05012061851985655	0.040638339340424226
GOTERM_BP_DIRECT	GO:0048246~macrophage chemotaxis	2	18.181818181818183	0.008695597880763937	SAA1, SAA2	11	17	19478	208.32085561497325	0.6207017321987249	0.05080059814551563	0.0411896741720397
GOTERM_BP_DIRECT	GO:0043691~reverse cholesterol transport	2	18.181818181818183	0.008695597880763937	APOA2, APOA1	11	17	19478	208.32085561497325	0.6207017321987249	0.05080059814551563	0.0411896741720397
GOTERM_BP_DIRECT	GO:0042157~lipoprotein metabolic process	2	18.181818181818183	0.011240142991405815	APOA2, APOA1	11	22	19478	160.97520661157026	0.7148445410709272	0.061838675163485346	0.0501394663487719
GOTERM_BP_DIRECT	GO:0006656~phosphatidylcholine biosynthetic process	2	18.181818181818183	0.011748346042895975	APOA2, APOA1	11	23	19478	153.97628458498025	0.7306617497691519	0.061838675163485346	0.0501394663487719
GOTERM_BP_DIRECT	GO:0030301~cholesterol transport	2	18.181818181818183	0.012256313996366465	APOA2, APOA1	11	24	19478	147.56060606060606	0.7456023445247834	0.061838675163485346	0.0501394663487719
